username,date,text
Rinaldi32347543,2023-01-13 08:55:45,"Terdakwa Putri Candrawathi hanya diam saat ditanya Lembaga Perlindungan Saksi dan Korban (LPSK) soal hubungannya dengan Brigadir J.

Simak berita selengkapnya di https://t.co/GgtZcy4bbs
#HardNews_Hukum #NewsOne #CariBeritaditvOne #PutriCandrawathi #BrigadirJ https://t.co/GSs8Edj5Iw"
tvOneNews,2023-01-13 08:40:15,"Dalam persidangan Sambo mengaku lupa diri saat melakukan skenario pembunuhan tersebut.  

Simak video selengkapnya di Youtube tvonenews atau klik link https://t.co/4n3osJSiFY
#HardNews_Hukum #FlashOne #CariBeritaditvOne #BrigadirJ #FerdySambo https://t.co/Ab35QTlwJv"
tribunkaltim,2023-01-13 08:28:00,"Nangis di Persidangan, Putri Candrawathi Kena Tegur Hakim: Jangan Nangis

Selengkapnya: https://t.co/uPxJRZvnbC

#PutriCandrawathi #Persidangan #tribunkaltim https://t.co/cLgRlmkhzi"
giberakata,2023-01-13 08:15:43,"Kabareskrim Pimpin Olah TKP, Sambo Sebut Tak Punya Tata Krama https://t.co/8mZODEUEkd #BrigadirJ #FerdySambo #KasusBrigadirJ #EksKadivPropam"
wahananewsdotco,2023-01-13 08:13:02,"Kabareskrim Pimpin Olah TKP, Sambo Sebut Tak Punya Tata Krama https://t.co/8mZODEUEkd #BrigadirJ #FerdySambo #KasusBrigadirJ #EksKadivPropam"
disway_id,2023-01-13 07:55:00,"Pernyataan Menohok LPSK pada Putri Candrawathi Tentang Hubungan Khusus Dengan Brigadir J: Halusinasi Tingkat Tinggi

#LPSK #PutriCandrawathi #brigadirJ

https://t.co/TawjL1MUnL"
indopos_id,2023-01-13 07:34:51,"Chuck Baca Percakapan Putri Candrawathi, Brigadir J Diminta ke Rumah https://t.co/v4uNUEdZF1 #BrigadirJ #KasusPembunuhanBrigadirJ #KompolChuckPutranto #ObstructionofJustice #PutriCandrawathi"
Arrosyada,2023-01-13 06:55:54,"Terdakwa Putri Candrawathi hanya diam saat ditanya Lembaga Perlindungan Saksi dan Korban (LPSK) soal hubungannya dengan Brigadir J.

Simak berita selengkapnya di https://t.co/GgtZcy4bbs
#HardNews_Hukum #NewsOne #CariBeritaditvOne #PutriCandrawathi #BrigadirJ https://t.co/GSs8Edj5Iw"
disway_id,2023-01-13 04:20:30,"Chuck Putranto Bongkar Ferdy Sambo Punya Asisten Pribadi: Tidak Ada Struktural Jabatan dan SOP, Saingi Kapolri dan Kapolda?

#AsistenPribadi #ferdysambo #brigadirJ

https://t.co/KjxJ724IXW"
tribunnewswiki,2023-01-13 04:03:57,Pernyataan Putri Candrawathi Patah seusai Lihat Momennya Berdua Bareng Kuat Maruf Terekam CCTV #PutriCandrawathi #brigadirj #kuatmaruf https://t.co/TvkVWaKalP
tikasinaga,2023-01-13 03:58:22,Melihat PC nangis palsu saya bukan kasihan malah benci dengan kekejamnnya. Dialah Biang kerok dari pembunuhan itu! #PutriCandrawathi  #kasusbrigadirJ
taurus_lady_,2023-01-13 03:43:25,"Terdakwa Putri Candrawathi hanya diam saat ditanya Lembaga Perlindungan Saksi dan Korban (LPSK) soal hubungannya dengan Brigadir J.

Simak berita selengkapnya di https://t.co/GgtZcy4bbs
#HardNews_Hukum #NewsOne #CariBeritaditvOne #PutriCandrawathi #BrigadirJ https://t.co/GSs8Edj5Iw"
tvOneNews,2023-01-13 03:43:07,"Terdakwa Putri Candrawathi hanya diam saat ditanya Lembaga Perlindungan Saksi dan Korban (LPSK) soal hubungannya dengan Brigadir J.

Simak berita selengkapnya di https://t.co/GgtZcy4bbs
#HardNews_Hukum #NewsOne #CariBeritaditvOne #PutriCandrawathi #BrigadirJ https://t.co/GSs8Edj5Iw"
jpnncom,2023-01-13 01:14:03,"Putri Candrawathi Merasa Sangat Malu, Ada Kata Selingkuh #PutriCandrawathi https://t.co/8YP6FPlr6m"
OfficialiNewsTV,2023-01-13 01:06:10,"Terdakwa Putri Candrawathi mengaku mengampuni perbuatan yang dilakukan Brigadir J atas tindakan yang disebut sebagai pelecehan seksual. MYF

#iNews #PutriCandrawathi #FerdySambo https://t.co/xmD5rDa5VQ"
Lintas_MNCTV,2023-01-13 00:30:00,"Putri Candrawathi menangis terisak menceritakan peristiwa pelecehan seksual yang dia klaim dilakukan oleh Nofriansyah Yosua Hutabarat alias Brigadir J saat berada di Magelang, Jawa Tengah pada 7 Juli lalu. POT

#MNCTVNews #Berita #News #SidangSambo #BrigadirJ #PutriCandrawathi https://t.co/oeahdDAcqy"
Popularitascom,2023-01-12 22:02:09,"Putri diam saat ditanya LPSK tentang hubungan spesial dengan Yosua

 #BrigadirJ #FerdySambo #Lpsk #popularitascom
https://t.co/l6E73Z77hC"
jpnncom,2023-01-12 21:55:03,"Ditanya Tentang Hubungan Spesial dengan Brigadir J, Putri Candrawathi Terdiam, Lalu.... #brigadirJ https://t.co/LjBRS9Cger"
ayu_BahariSJ,2023-01-12 19:07:51,"Hanya ilusi katanya, serius gak nih? 🤔

Streaming 24 jam di kanal youtube ""metrotvnews""

#SidangFerdySambo 
#FerdySambo
#BrigadirJ 
#PutriCandrawathi https://t.co/hbsuqtd6sp"
Putra01445501,2023-01-12 16:24:26,"Sidang perkara pembunuhan #BrigadirJ memasuki babak akhir. Pemeriksaan terhadap para terdakwa yang terlibat dalam kasus ini pun selesai. Bagaimana hasil keputusan hakim?

Saksikan #MetroTVKontroversi episode DAG DIG DUG TUNGGU TUNTUTAN Kamis (12/1) pukul 21.30 WIB. https://t.co/DXMEmXt8Jt"
Shamsul_jabejo,2023-01-12 16:01:58,Saking cantikny putri Candra Wati saat menangis di per sidangan melebihi cantikny Mak Lampir #fs #ferdisambo #pc #PutriCandrawathi
newsmerahputih,2023-01-12 13:05:00,"Ahli ITE bersaksi pada sidang pembunuhan Brigadir J. 

#merahputihcom #ferdysambo #brigadirj #kasuspembunuhan #PutriCandrawathi

https://t.co/HLd8yZf6bo"
Metro_TV,2023-01-12 12:51:06,"Sidang perkara pembunuhan #BrigadirJ memasuki babak akhir. Pemeriksaan terhadap para terdakwa yang terlibat dalam kasus ini pun selesai. Bagaimana hasil keputusan hakim?

Saksikan #MetroTVKontroversi episode DAG DIG DUG TUNGGU TUNTUTAN Kamis (12/1) pukul 21.30 WIB. https://t.co/DXMEmXt8Jt"
OfficialiNewsTV,2023-01-12 12:26:36,"Terdakwa Putri Candrawathi kembali menangis saat mengungkap dirinya tak tahu alasan mengapa ia menjadi tersangka pembunuhan berencana Brigadir J. GIN

#iNews #Sidang #BrigadirJ #PutriCandrawathi #FerdySambo https://t.co/RuUz79J9GD"
EksplisitO,2023-01-12 12:15:57,"JPU Heran, PC Ngaku Dapat Kekerasan Seksual dari Yosua Tapi Malu Tunjukkan ke FS. 
https://t.co/PIBUjcgz0g #SidangFerdySambo #PutriCandrawathi #brigadirJ #EksplisitKreatifMedia #EksplisitOfficial"
belitongtoday,2023-01-12 11:27:17,"Istri Sambo Heran Tidak Membunuh Siapapun tetapi Duduk di Kursi Terdakwa

Baca selengkapnya di
https://t.co/3Rmhjnjr5g

#ferdysambo 
#PutriCandrawathi 
#brigadirJ 
#viral https://t.co/RDEz61PkXe"
AiinunRokhman,2023-01-12 10:41:56,"Putri Candrawathi curhat mengenai respons negatif masyarakat usai peristiwa kematian Brigadir Yosua terungkap ke publik.

Simak video selengkapnya di Youtube tvonenews atau klik link https://t.co/vjo3YHrKMz
#HardNews_Hukum #FlashOne #CariBeritaditvOne #BrigadirJ #PutriCandrawathi https://t.co/ciezgbOoKR"
gfhrturtyr,2023-01-12 10:35:06,"“Bila saya mengutarakan peristiwa tersebut, apakah suami saya akan mencintai dan mau menerima saya kembali?” ucap Putri.

#SidangFerdySambo #FerdySambo #BrigadirJ #PutriCandrawathi"
gfhrturtyr,2023-01-12 10:35:00,"Hanya ilusi katanya, serius gak nih? 🤔

Streaming 24 jam di kanal youtube ""metrotvnews""

#SidangFerdySambo 
#FerdySambo
#BrigadirJ 
#PutriCandrawathi https://t.co/hbsuqtd6sp"
poskotanetwork,2023-01-12 10:30:30,"Chuck Putranto sempat lihat chat Putri Candrawathi dengan Brigadir J, apa isi chatnya?

#chat #putricandrawathi #ferdysambo #poskota #brigadirJ 
https://t.co/f2vaYnYf4l"
TribunLombokcom,2023-01-12 09:56:06,"Adik Brigadir J,Reza, dan Putri Candrawathi tampak saling bertukar pesan hampir setiap hari. Putri Candrawathi sering chat menyuruhkan main ke rumah.
#PutriCandrawathi #BrigadirJ #BrigadirYosua #FerdySambo #YosuaHutabarat #ChuckPutranto
https://t.co/NP2Cal8i72"
kompascom,2023-01-12 09:05:44,Putri tak mau menjawab karena ditanya apakah punya hubungan spesial dengan Yosua. / #FerdySambo #PutriCandrawathi #BharadaE #BrigadirJ #RichardEliezer #JernihMelihatDunia https://t.co/CSQGsJucIP
tvOneNews,2023-01-12 09:00:21,"Putri Candrawathi curhat mengenai respons negatif masyarakat usai peristiwa kematian Brigadir Yosua terungkap ke publik.

Simak video selengkapnya di Youtube tvonenews atau klik link https://t.co/vjo3YHrKMz
#HardNews_Hukum #FlashOne #CariBeritaditvOne #BrigadirJ #PutriCandrawathi https://t.co/ciezgbOoKR"
tvOneNews,2023-01-12 08:55:03,"Puluhan massa menggelar aksi di depan Pengadilan Negeri Jakarta Selatan, jelang tuntutan perkara pembunuhan berencana Yoshua Hutabarat alias Brigadir J.

Simak berita selengkapnya di https://t.co/GgtZcy4bbs
#HardNews_Hukum #NewsOne #CariBeritaditvOne #BrigadirJ #FerdySambo https://t.co/1OcxVEpJA7"
Metro_TV,2023-01-12 08:49:37,"Sidang perkara pembunuhan #BrigadirJ memasuki babak akhir. Pemeriksaan terhadap para terdakwa yang terlibat dalam kasus ini pun selesai. Bagaimana hasil keputusan hakim?

Saksikan #MetroTVKontroversi episode DAG DIG DUG TUNGGU TUNTUTAN Kamis (12/1) pukul 21.30 WIB. https://t.co/Ww6q8jjNG2"
kompascom,2023-01-12 08:39:10,"Sidang pemeriksaan Ferdy Sambo dan istrinya, Putri Candrawathi, sebagai terdakwa diwarnai isak tangis keduanya. / #FerdySambo #PutriCandrawathi #BharadaE #BrigadirJ #RichardEliezer #JernihMelihatDunia https://t.co/0EqZDVU4Ko"
Flobamo45062488,2023-01-12 08:10:52,"Sidang perkara pembunuhan #BrigadirJ memasuki babak akhir. Pemeriksaan terhadap para terdakwa yang terlibat dalam kasus ini pun selesai. Bagaimana hasil keputusan hakim?

Saksikan #MetroTVKontroversi episode DAG DIG DUG TUNGGU TUNTUTAN Kamis (12/1) pukul 21.30 WIB. https://t.co/Hz8bGKysZG"
GTVID_News,2023-01-12 08:00:30,"Anggota majelis hakim sempat menyindir Putri agar tidak terlalu sering menangis. Dalam persidangan itu Putri menanyakan apa salah dirinya hingga disidang dan dia tidak membunuh siapa-siapa. FRZ

#GTVNews #News #Berita #SidangPembunuhanBrigadirJ #PutriCandrawathi #PutriMenangis https://t.co/DYsst4p0Mf"
tvOneNews,2023-01-12 07:54:09,"Terdakwa Putri Candrawathi mengaku takut tidak dicintai Ferdy Sambo lagi karena telah dilecehkan oleh Brigadir J di Magelang.

Simak berita selengkapnya di https://t.co/GgtZcy4bbs
#HardNews_Hukum #NewsOne #CariBeritaditvOne #PutriCandrawathi #FerdySambo https://t.co/6ZewT4ASst"
KoranTJVideo,2023-01-12 07:51:22,"Putri Sambo Menangis Terus, Hakim Sentil Halus ""Nanti Kami Ikut Nangis"": #putricandrawathi #ferdysambo #kriminal https://t.co/lNuWbpYK3K"
tribunjambiku,2023-01-12 07:14:16,"Samuel Hutabarat Sebut Tangisan Sambo dan Putri Candrawati di Ruang Sidang untuk Tutupi Kebohongan
 
https://t.co/zCF4GJsqig via @tribunjambiku 

#samuelhutabarat #ferdysambo #putricandrawathi"
serambinews,2023-01-12 06:11:16,"#Hakim #PutriCandrawathi #SAMBO 

Sudah jangan menangis yah,"" kata Hakim Anggota, Morgan Simanjuntak kepada Putri di dalam persidangan
 
https://t.co/4fXcRTcRSY lewat @serambinews"
sharenewsaceh,2023-01-12 06:10:09,"#Hakim #PutriCandrawathi #SAMBO 

Sudah jangan menangis yah,"" kata Hakim Anggota, Morgan Simanjuntak kepada Putri di dalam persidangan
 
https://t.co/JJ2KGPBmlO lewat @serambinews"
AAfasri,2023-01-12 05:43:08,"Sidang perkara pembunuhan #BrigadirJ memasuki babak akhir. Pemeriksaan terhadap para terdakwa yang terlibat dalam kasus ini pun selesai. Bagaimana hasil keputusan hakim?

Saksikan #MetroTVKontroversi episode DAG DIG DUG TUNGGU TUNTUTAN Kamis (12/1) pukul 21.30 WIB. https://t.co/Hz8bGKysZG"
Metro_TV,2023-01-12 05:41:13,"Sidang perkara pembunuhan #BrigadirJ memasuki babak akhir. Pemeriksaan terhadap para terdakwa yang terlibat dalam kasus ini pun selesai. Bagaimana hasil keputusan hakim?

Saksikan #MetroTVKontroversi episode DAG DIG DUG TUNGGU TUNTUTAN Kamis (12/1) pukul 21.30 WIB. https://t.co/Hz8bGKysZG"
tribunnewswiki,2023-01-12 05:39:32,"Ferdy Sambo Berkacamata saat Sidang Brigadir J, Pakar: Penampilannya jadi Strategi Kurangi Hukuman #ferdysambo #brigadirj #kacamata https://t.co/Q8L4sOZS5C"
kompascom,2023-01-12 05:35:20,"Dalam sidang 10 Januari 2023, Jaksa Penuntut Umum mempertegas arti kata hajar yang diartikan menjadi tembak. / #FerdySambo #PutriCandrawathi #BharadaE #BrigadirJ #RichardEliezer #RickyRizal #JernihMelihatDunia https://t.co/TNC4u0LcVa"
FathraNazrul,2023-01-12 05:29:50,Kompol Chuck Putranto Ungkap Percakapan Putri Candrawathi dengan Brigadir J https://t.co/CgwRpeTdGW #PutriCandrawathi lewat @jpnncom
tribunnewswiki,2023-01-12 05:28:18,"Pembacaan Tuntutan terhadap Bharada Richard Eliezer Ditunda, JPU Masih Periksa Putri Candrawathi #bharadae #brigadirj #PutriCandrawathi https://t.co/Ndtx9BNtFt"
jpnncom,2023-01-12 05:24:03,Kompol Chuck Putranto Ungkap Percakapan Putri Candrawathi dengan Brigadir J #PutriCandrawathi https://t.co/10OSifZRZT
disway_id,2023-01-12 05:20:30,"Hakim Curiga Putri Candrawathi Izinkan Kuat Ma'ruf Ikut Ke Kamar Privat, Putri: Kuat Sudah Lama

#PutriCandrawathi #KuatMaruf #ferdysambo

https://t.co/xSM6GqB4C3"
tribunjambiku,2023-01-12 05:17:24,"Putri Candrawati Ngaku Ditanya Soal Hubungan Spesial dengan Brigadir Yosua Dibantah LPSK: Halu
 
https://t.co/6PndmxRCIz via @tribunjambiku 

#PutriCandrawathi #ferdysambo #lpsk"
tribunjambiku,2023-01-12 04:44:53,"Putri Candrawati Bilang Brigadir Yosua Arogan dan Pernah Tegur 2 Kali, Ferdy Sambo Malah Sebaliknya
 
https://t.co/Nb0s9dKDOq via @tribunjambiku 

#putricandrawathi #ferdysambo #brigadiryosua"
kuatbacacom,2023-01-12 04:43:21,"Beda ya kalo Pak Ferdy Sambo yang pake kacamata jadi sorotan hehe🤔
#kuatbaca #kuatbacacom #ferdysambo #brigadirj

https://t.co/5zehz3c27l"
jpnncom,2023-01-12 04:10:05,"Jika Benar Diperkosa, Putri Candrawathi Seharusnya Tidak Bisa Berbuat Ini  #PutriCandrawathi https://t.co/hruBqCg4md"
tribunjambiku,2023-01-12 04:05:40,"Putri Candrawati Bilang Tak Visum Karena Bingung dan Malu, Martin Simanjuntak Sebut Itu Tak Relevan
 
https://t.co/IR3A5RFzuP via @tribunjambiku 

#putricandrawathi #ferdysambo #brigadiryosua"
ryolandafit,2023-01-12 04:03:29,"Apakah masih ada kemungkinan Eliezer dipidana?

Kuasa Hukum Richard Eliezer, optimis Eliezer tidak akan dituntut dengan pasal pembunuhan berencana terhadap Brigadir Yosua.

#richardeliezer #bharadae #metrohariini #sidangferdysambocs #kasusferdysambo https://t.co/JmUQmNmgOW"
Metro_TV,2023-01-12 03:37:51,"Apakah masih ada kemungkinan Eliezer dipidana?

Kuasa Hukum Richard Eliezer, optimis Eliezer tidak akan dituntut dengan pasal pembunuhan berencana terhadap Brigadir Yosua.

#richardeliezer #bharadae #metrohariini #sidangferdysambocs #kasusferdysambo https://t.co/JmUQmNmgOW"
FathraNazrul,2023-01-12 02:59:51,"Reza Indragiri Heran dengan Putri Candrawathi, Katanya Diperkosa, tetapi Kok Meminta https://t.co/5BVAWKnDHh #PutriCandrawathi lewat @jpnncom"
jpnncom,2023-01-12 02:54:02,"Reza Indragiri Heran dengan Putri Candrawathi, Katanya Diperkosa, tetapi Kok Meminta #PutriCandrawathi https://t.co/AO3BfL5OgK"
warna_nusa,2023-01-12 02:16:35,"Putri Candrawathi Nangis Terus saat Jalani Persidangan, Hakim Sidang: Lama-lama Hakimnya Jadi Ikut Nangis

#PutriCandrawathi 
https://t.co/LpZXL5mQJn"
disway_id,2023-01-12 02:10:30,"Pengakuan Takut Putri Candrawathi Setelah Brigadir J Dibunuh, ‘Saya Bermimpi Buruk dan Depresi Berat!'

#PutriCandrawathi #Pembunuhan #brigadirJ

https://t.co/4xvkHQqr55"
giberakata,2023-01-12 01:57:33,"Di Depan Hakim, Putri Paparkan Alasan Tolak Diperiksa LPSK https://t.co/keCPNUDbtq #PutriCandrawathi #Lpsk #SidangBrigadirJ #BrigadirJ"
wahananewsdotco,2023-01-12 01:57:02,"Di Depan Hakim, Putri Paparkan Alasan Tolak Diperiksa LPSK https://t.co/keCPNUDbtq #PutriCandrawathi #Lpsk #SidangBrigadirJ #BrigadirJ"
magalitorre02,2023-01-12 01:42:21,"#ferdysambo panik ttp masih bisa berpikir utk bagaimana caranya agar dia bisa ""menyelamatkan"" #richardeliezer dari peristiwa penembakan thd #brigadirJ by setting it up as if it were a shoot-out. . 
 https://t.co/MMfr89zqhv via @YouTube"
SeputariNews,2023-01-12 01:33:45,"Putri Candrawathi menangis di persidangan saat dimintai keterangan Majelis Hakim terkait dugaan pelecehan seksual di Magelang. Keterangan Putri terkait peristiwa Magelang disampaikannya dalam agenda pemeriksaan sebagai terdakwa. MYF

#SeputariNewsRCTI #PutriCandrawathi https://t.co/NZHoofXHMZ"
magalitorre02,2023-01-11 23:53:57,"""Saya sesungguhnya lupa apa yg saya lakukan saat itu dan saya juga lupa saya naik dengan Kuat Ma'ruf"", kata #PutriCandrawathi. Yeah ..right...It's a deliberate lie caught on T.V!!! #brigadirJ #ferdysambo 
 https://t.co/Ia0enXrFB5 via @YouTube"
NicOakley,2023-01-11 22:22:46,"Hanya ilusi katanya, serius gak nih? 🤔

Streaming 24 jam di kanal youtube ""metrotvnews""

#SidangFerdySambo 
#FerdySambo
#BrigadirJ 
#PutriCandrawathi https://t.co/hbsuqtd6sp"
Xtrada08,2023-01-11 20:57:55,"Tangis Putri Candrawathi di Sidang, Nyata atau Drama? * #PutriCandrawathi #brigadirJ https://t.co/jirByYXgdF"
magalitorre02,2023-01-11 19:39:20,"1. Teori Relasi Kuasa
2. Tindak Tanduk &amp; Perkataan PC (Freeze-Flight-Fight Response) Tidak Konsisten
3. Tidak Memenuhi Kriteria Sbg Korban Pemerkosaan
*Plus, it was PC who took the first initiative to secure Alm.#brigadirJ ' s weapon while in Magelang.⛳️
https://t.co/Fqe1jK0hhU"
magalitorre02,2023-01-11 19:10:08,"Catatan Bung Kirdi Putra dari persidangan hari ini sehubungan dgn #PutriCandrawathi
1. Fail to Answer
2. Hiding something when questions
3. Fake sadness
https://t.co/WSlk7FVwk0"
haryazhari,2023-01-11 17:41:57,"Waduh, kira-kira asli atau skenario lagi nih?🤔

Streaming 24 jam di kanal youtube ""metrotvnews""

#SidangFerdySambo 
#FerdySambo
#BrigadirJ 
#PutriCandrawathi https://t.co/KLUqyOrb2A"
ryolandafit,2023-01-11 17:37:32,"Ferdy Sambo mengaku membohongi kapolri Listyo Sigit Prabowo soal pembunuhan Yosua, kemarin saat sidang Sambo mengakui kesalahannya itu. BEL 

#iNews #update #Sidang #FerdySambo #Polri #BrigadirJ #Skenario #KasusPembunuhan https://t.co/dSzV8bF0D7"
ryolandafit,2023-01-11 17:37:29,"Sidang kasus pembunuhan #BrigadirJ kembali digelar, Rabu (11/1/2023). Sidang beragendakan pemeriksaan #PutriCandrawathi sebagai terdakwa. 

Dalam persidangan tersebut, Putri Candrawathi ungkapkan latar pekerjaan dan pendidikan yang sempat ia jalani. 

#BreakingNewsMetroTV https://t.co/kFuRbsu7RD"
ryolandafit,2023-01-11 17:36:29,"Majelis hakim berkelakar kepada terdakwa Putri Candrawathi. Istri Ferdy Sambo yang diperiksa sebagai terdakwa itu menangis sepanjang persidangan.

Streaming 24 jam di youtube 'metrotvnews'

#breakingnewsmetrotv #sidangferdysambo #putricandrawathi #brigadiryosua #sidangsambo https://t.co/fdVrJKce1B"
ryolandafit,2023-01-11 17:35:21,"Putri Candrawathi mengaku tak menyangka suaminya Ferdy Sambo bakal bertindak emosi hingga menyebabkan Yosua Hutabarat (Brigadir J) meninggal. BEL

#iNews #Berita #PutriCandrawathi #SidangSambo #BeritaHukum #iNews https://t.co/FYmjjafsmy"
ryolandafit,2023-01-11 17:32:34,"“Saya mengampuni perbuatanmu yang keji dan saya minta dia untuk resign” ucap Putri.

#SidangFerdySambo #FerdySambo #BrigadirJ #PutriCandrawathi"
ryolandafit,2023-01-11 17:32:32,"Kira-kira dibalik itu ada yang ditutupin gak ya?🤭

Streaming 24 jam di kanal youtube ""metrotvnews""

#SidangFerdySambo 
#FerdySambo
#BrigadirJ 
#PutriCandrawathi https://t.co/TLAz52MQku"
ryolandafit,2023-01-11 17:32:12,"“Yosua masuk ke kamar saya dan berlaku kurang ajar kepada saya, lalu saya menangis. Saya ingin pulang ke Jakarta” ucap Putri.

#SidangFerdySambo #FerdySambo #BrigadirJ #PutriCandrawathi"
ryolandafit,2023-01-11 17:32:10,"Waduh, kira-kira asli atau skenario lagi nih?🤔

Streaming 24 jam di kanal youtube ""metrotvnews""

#SidangFerdySambo 
#FerdySambo
#BrigadirJ 
#PutriCandrawathi https://t.co/KLUqyOrb2A"
ryolandafit,2023-01-11 17:31:52,"“Bila saya mengutarakan peristiwa tersebut, apakah suami saya akan mencintai dan mau menerima saya kembali?” ucap Putri.

#SidangFerdySambo #FerdySambo #BrigadirJ #PutriCandrawathi"
ryolandafit,2023-01-11 17:31:50,"Hanya ilusi katanya, serius gak nih? 🤔

Streaming 24 jam di kanal youtube ""metrotvnews""

#SidangFerdySambo 
#FerdySambo
#BrigadirJ 
#PutriCandrawathi https://t.co/hbsuqtd6sp"
ryolandafit,2023-01-11 17:29:29,"Terdakwa kasus pembunuhan Brigadir J, Bharada E atau Richard Eliezer menjalani sidang dengan agenda pembacaan tuntutan dari Jaksa Penuntut Umum (JPU). BEL

#iNews #update #Sidang #FerdySambo #Polri #BrigadirJ #Skenario #KasusPembunuhan #Eliezer #ditunda #JPU https://t.co/e72CyMTb9n"
ryolandafit,2023-01-11 17:26:03,"Persidangan kasus pembunuhan Yosua, dengan agenda pemeriksaan terdakwa hakim ketua Wahyu Imam Santoso kembali mencecar sikap Sambo saat mengetahui istrinya menjadi korban seksual. BEL

#iNews #update #Sidang #FerdySambo #Polri #BrigadirJ #Skenario #KasusPembunuhan https://t.co/nCeflae6eO"
FarliSusanto,2023-01-11 17:12:58,"Hanya ilusi katanya, serius gak nih? 🤔

Streaming 24 jam di kanal youtube ""metrotvnews""

#SidangFerdySambo 
#FerdySambo
#BrigadirJ 
#PutriCandrawathi https://t.co/hbsuqtd6sp"
WMargawi,2023-01-11 16:34:59,"Persidangan kasus pembunuhan Yosua, dengan agenda pemeriksaan terdakwa hakim ketua Wahyu Imam Santoso kembali mencecar sikap Sambo saat mengetahui istrinya menjadi korban seksual. BEL

#iNews #update #Sidang #FerdySambo #Polri #BrigadirJ #Skenario #KasusPembunuhan https://t.co/nCeflae6eO"
